"ISBN","PubDate","PrintYear","Price","Discipline","Title","Subtitle","AuthorFirst1","AuthorLast1","AuthorAffiliation1","AuthorFirst2","AuthorLast2","AuthorAffiliation2","AuthorFirst3","AuthorLast3","AuthorAffiliation3","AuthorFirst4","AuthorLast4","AuthorAffiliation4","AuthorFirst5","AuthorLast5","AuthorAffiliation5","AuthorEditor","Imprint","Edition","Cover","Pages","Illustrations","Series","Volume","AuthorURL1","Description","TOC","Reviews","Classification","AuthorCountry"
"3540258108",,"2005",54.00,"Computing and Information Science","Scientific Applications of Grid Computing","First International Workshop, SAG 2004, Beijing, China, September, Revised Selected and Invited Papers","Pilar","Herrero","Universidad PolitΘcnica de Madrid, Spain","Maria S.","Pérez","Universidad Politécnica de Madrid, Spain","Victor","Robles","Universidad PolitΘcnica de Madrid, Spain",,,,,,,"E",,,"SC","208",,"Lecture Notes in Computer Science","3458",,"<P>This book originates from the First International Workshop on Scientific Applications of Grid Computing, SAG 2004 held in Beijing, China in September 2004. Besides 8 thoroughly revised reviewed full workshop papers selected from initially 29 submission",,,"B","China"
"1402032315",,"2005",54.95,"Linguistics","Perspectives on Aspect",,"Henk","Verkuyl","University of Utrecht, The Netherlands","Henriette","De Swart","University of Utrecht, The Netherlands","Angeliek","Van Hout","University of Groningen, The Netherlands",,,,,,,"E","Springer Netherlands",,"SC","267",,"Studies in Theoretical Psycholinguistics","32",,"<P>The aim of this book is two-fold: to offer a retrospective view on the past thirty years of research on aspectuality and temporality as well as to develop new perspectives on the future development of the field. Articles contain overviews of the develo","<P>Preface: Affiliations: Angeliek VAN HOUT, et al.:Introducing perspectives on aspect.: Henk J. VERKUYL: Aspectual composition: Surveying the ingredients.; Rebecca SMOLLETT: Quantized direct objects don?t delimit after all.; Anne Marie DI SCIULLO &amp; R",,"C","Ghana"
"3540258124",,"2005",58.00,"Computing and Information Science","Rapid Integration of Software Engineering Techniques","First International Workshop, RISE 2004, Luxembourg-Kirchberg, Luxembourg, November 26, 2004, Revised Selected Papers","Nicolas","Guelfi","University of Luxembourg, Luxembourg",,,,,,,,,,,,,"E",,,"SC","145",,"Lecture Notes in Computer Science","3475",,"<P>This book constitutes the thoroughly refereed postproceedings of the First International Workshop on Rapid Integration of Software Engineering Techniques, RISE 2004, held in Luxembourg-Kirchberg, Luxembourg in November 2004.</P> <P>The 12 revised full ",,,"C","France"
"354023988X",,"2005",58.00,"Computing and Information Science","Object-Oriented Technology. ECOOP 2004 Workshop Reader","ECOOP 2004 Workshop, Oslo, Norway, june 14-18, 2004, Final Reports","Jacques","Malenfant","Université Piere et Marie Curie, Paris, France","Bjarte M.","Østvold","University of Oslo and Norsk Regnesentral, Oslo, Norway",,,,,,,,,,"E",,,"SC","215",,"Lecture Notes in Computer Science","3344",,"<P>This book presents the final reports of 19 workshops held during the 18th European Conferenceon Object-Oriented Programming, ECOOP 2004, held in Oslo, Noway in June 2004.</P> <P>The 19 reports provided by the respective workshops organizers cover the e",,,"C","England"
"3540240314",,"2005",58.00,"Computing and Information Science","Power-Aware Computer Systems","Third International Workshop, PACS 2003, San Diego, CA, USA, December 1, 2003, Revised Papers","Babak","Falsafi","Carnegie Mellon University, Pittsburgh, PA","T. N.","Vijaykumar","Purdue University, West Lafayette, IN",,,,,,,,,,"E",,,"SC","215",,"Lecture Notes in Computer Science","3164",,"<P>This book contributes the thoroughly refereed post-proceedings of the Third International Workshop on Power-Aware Computer Systems, PACS 2003, held in San Diego, CA, USA in December 2003.</P> <P>The 14 revised full papers presented were carefully selec",,,"C","India"
"3540240543",,"2005",58.00,"Computing and Information Science","Advances in Data Mining","Applications in Image Mining, Medicine and Biotechnology, Management and Environmental Control, and Telecommunications; 4th Industrial Conference on Data Mining, ICDM 2004, Leipzig, Germany, July 4-7, 2004, Revised Selected Papers","Petra","Perner","Institute of Computer Vision and Applied Computer Sciences, Leipzig",,,,,,,,,,,,,"E",,,"SC","173",,"Lecture Notes in Computer Science","3275",,"<P>This book constitutes the thoroughly refereed post-proceedings of the 4th Industrial Conference on Data Mining, ICDM 2004, held on Leipzig, Germany on July 2004.</P> <P>The conference was focused on advanced data mining applications in image mining, me",,,"C","USA"
"3540241000",,"2005",58.00,"Computing and Information Science","Ubiquitous Mobile Information and Collaboration Systems","Second CAiSE Workshop, UMICS 2004, Riga, Latvia, June 7-8, 2004, Revised Selected Papers","Luciano","Baresi","Politecnico di Milano, Italy","Schahram","Dustdar","Vienna University of Technology, Austria","Harald","Gall","University of Zürich, Switzerland","Maristella","Matera","Politecnico di Milano, Italy",,,,"E",,,"SC","197",,"Lecture Notes in Computer Science","3272",,"<P>This book constitutes the thoroughly refereed post-proceedings of the Second International Workshop on Ubiquitous Mobile Information and Collaboration Systems, UMICS 2004, held in Riga, Latvia in June 2004 as a CAiSE satellite workshop.</P> <P></P> <P>",,,"C","China"
"3540255761",,"2005",58.00,"Computing and Information Science","Operational Semantics for Timed Systems","A Non-standard Approach to Uniform Modeling of Timed and Hybrid Systems","Heinrich","Rust","Technische UniversitΣt Cottbus, Germany",,,,,,,,,,,,,"A",,,"SC","223",,"Lecture Notes in Computer Science","3456",,"<P>This monograph is dedicated to a novel approach for uniform modeling of timed and hybrid systems. The author introduces a time model that allows for both the description of discrete time steps and continuous processes with a&nbsp;discrete time model wi",,,"C","Ghana"
"3540260943",,"2005",58.00,"Computer Science","Implementation and Application of Functional Languages","16th International Workshop, IFL 2004, Lübeck, Germany, September 8-10, 2004, Revised Selected Papers","Clemens","Grelck","University of Lübeck, Germany","Frank","Huch","University of Kiel, Germany","Greg","Michaelson","Heriot-Watt University, UK","Phil","Trinder","Heriot-Watt University, UK",,,,"E",,,"SC","227",,"Lecture Notes in Computer Science","3474",,"<P>This book constitutes the thoroughly refereed post-proceedings of the 16th International Workshop on Implementation and Applications of Functional Languages, IFL 2004, held in Lübeck, Germany in September 2004.</P> <P></P> <P>The 13 revised full papers",,,"C","France"
"3540259112",,"2005",58.00,"Computer Science","Agent-Oriented Information Systems II","6th International Bi-Conference Workshop, AOIS 2004, Riga, Latvia, June 8, 2004 and New York, NY, USA, July 20, 2004, Revised Selected Papers","Paolo","Bresciani","Institute for Scientific and Technological Research, Trento, Italy","Paolo","Giorgini","University of Trento, Italy","Brian","Henderson-Sellers","University of Technology, Sydney, NSW, Australia","Graham","Low","The University of New South Wales, Sydney, SW, Australia","Michael","Winikoff","RMIT University, Melbourne, VIC, Australia","E",,,"SC","227",,"Lecture Notes in Computer Science","3508",,"<P>This book constitutes the thoroughly refereed post-proceedings of the 6th International Bi-Conference Workshop on Agent-Oriented Information Systems, AOIS 2004, held in Riga, Latvia in June and in New York, NY, USA in July 2004.</P> <P>The 15 revised f",,,"C","England"
"3540260013",,"2005",58.00,"Computer Science","Human Interactive Proofs","Second International Workshop, HIP 2005, Bethlehem, PA, USA, May 19-20, 2005, Proceedings","Henry S.","Baird","Lehigh University, Bethlehem, PA","Daniel P.","Lopresti","Lehigh University, Bethlehem, PA",,,,,,,,,,"E",,,"SC","143",,"Lecture Notes in Computer Science","3517",,"<P>This book constitutes the refereed proceedings of the Second International Workshop on Human Interactive Proofs, HIP 2005, held in Bethlehem, PA, USA in May 2005.</P> <P>The 9 revised full papers presented were carefully reviewed and selected for prese",,,"C","India"
"354026003X",,"2005",58.00,"Computer Science","Global Optimization and Constraint Satisfaction","Second International Workshop, COCOS 2003, Lausanne, Switzerland, Nevember 18-21, 2003, Revised Selected Papers","Christophe","Jermann","Université de Nantes, France","Arnold","Neumaier","Universität Wien, Austria","Djamila","Sam","Swiss Federal Institute of Technology, Lausanne, Switzerland",,,,,,,"E",,,"SC","193",,"Lecture Notes in Computer Science","3478",,"<P>This book constitutes the throughly refereed post-proceedings of the Second International Workshop on Global Optimization and Constraint Satisfaction, COCOS 2003, held in Lausanne, Switzerland in Nowember 2003.</P> <P>The 13 revised full papers present",,,"C","USA"
"3540261656",,"2005",58.00,"Computer Science","Constraint Solving and Language Processing","First International Workshop, CSLP 2004, Roskilde, Denmark, September 1-3, 2004, Revised Selected and Invited Papers","Henning","Christiansen","University of Roskilde, Denmark","Peter Rossen","Skadhauge","Copenhagen Busines School, Frederiksberg, Denmark","Jørgen","Villadsen","University of Roskilde, Denmark",,,,,,,"E",,,"SC","205",,"Lecture Notes in Computer Science","3438",,"<P>This book constitutes the thoroughly refereed post-proceedings of the First International Workshop on Constraint Solving and Language Processing, CSLP 2004, held in Roskilde, Denmark in September 2004.</P> <P>The 8 revised papers presented together wit",,,"C","China"
"354025336X",,"2005",58.00,"Computer Science","From Computer Literacy to Informatics Fundamentals","International Conference on Informatics in Secondary Schools -- Evolution and Perspectives, ISSEP 2005, Klagenfurt, Austria, March 30-April 1, 2005, Proceedings","Roland T.","Mittermeir","UniversitΣt Klagenfurt, Austria",,,,,,,,,,,,,"E",,,"SC","203",,"Lecture Notes in Computer Science","003422",,"<P>This book constitutes the refereed proceedings of the International Conference on Informatics in Secondary Schools - Evolution and Perspectives, ISSEP 2005, held in Klagenfurt, Austria in March/April 2005.</P> <P>The 21 revised full papers presented to",,,"C","Ghana"
"3790815829",,"2005",59.95,"Economics & Law","The Spread of Yield Management Practices","The Need for Systematic Approaches","Fabiola","Sfodera","Centro Italiano di Studi Superiori sul Turismo e sulla Promozione Turistica, S. Maria degli Angeli -",,,,,,,,,,,,,"E","Physica-Verlag",,"SC","153",,,,,"<P>Yield Management, an effective technique for the optimisation of revenue, used to be the exclusive prerogative of large companies such as airlines. Today, it is also accessible to entrepreneurs in the hospitality, distribution and restaurant sectors. T","<SUP><SUB> <P><STRONG>Part I: Strategic aspects for a YMS implementation:</STRONG> F. Sfodera: Yield management in advanced systems of hotel management.- B. Parry, D. McCaskey: How to yield value: the Janus perspective.- B. Brotherton, R. Turner: Human is",,"C","France"
"3540239111",,"2005",59.95,"Physics","Lattice Hadron Physics",,"Alex","Kalloniatis","University of Adelaide, Australia","Derek","Leinweber","University of Adelaide, Australia","Anthony","Williams","University of Adelaide, Australia",,,,,,,"E",,,"HC","230",,"Lecture Notes in Physics","663",,"This series of lectures draws upon the developments made in recent years in implementing chirality on the lattice via the overlap formalism, exploiting chiral effective field theory in order to extrapolate lattice results to physical quark masses, new for","Quenching Effects in Lattice Hadron Physics.- Quark Propagator From LQCD and its Physical Implications.- Generalised Spin Projection for Fermion Actions.- Baryon Spectroscopy in Lattice QCD.-&nbsp; Hadron Structure an QCD: Effective Field Theory for Latti",,"C","England"
"1402032781",,"2005",59.95,"Education","Higher Education: Handbook of Theory and Research","Volume XX","John C.","Smart","University of Memphis, TN",,,,,,,,,,,,,"E",,,"SC","630",,"Higher Education: Handbook of Theory and Research","20",,"<P>Published annually since 1985, the Handbook series provides a compendium of thorough and integrative literature reviews on a diverse array of topics of interest to the higher education scholarly and policy communities. Each chapter provides a comprehen","<P>1 A Serendipitous Search for a Career in Higher Education, by Marvin W. Peterson, 2 Professors as Knowledge Workers in the New, Global Economy, by Gary Rhoades, 3 Contrasting Perspectives on Higher Education Governance in the Arab States, by Andre Elia","<P>Published annually since 1985, the Handbook series provides an authoritative compendium of thorough and integrative literature reviews on a diverse array of topics of interest to the higher education scholarly and policy communities. </P>","C","USA"
"3540244239",,"2005",59.95,"Computing and Information Science","Supply Chain Management on Demand","Strategies and Technologies, Applications","Chae","An","IBM Software Group, New York, NY","Hansjörg","Fromm","IBM Business Consulting Services, Stuttgart, Germany",,,,,,,,,,"E",,,"HC","331",,,,,"<P>During the last years, competitive pressures and short product lifecycles have caused many manufacturing and retail companies to focus on supply chain management practices and applications. Continuing shifts in the geopolitical situation and emerging m",,,"A","China"
"1402031793",,"2005",59.95,"Biology","Ethics for Life Scientists",,"Michiel","Korthals","University of Wageningen, Netherlands","Robert J.","Bogers","Wageningen University and Research Center, Netherlands",,,,,,,,,,"E","Springer Netherlands",,"SC","236",,"Wageningen Ur Frontis Series","5",,"<P>Life sciences have huge controversial social implications. In doing experiments with animals, plants or humans the welfare of these living beings can be hampered; in communicating research results private and public interests can be harmed (patents!) o",,,"C","Ghana"
